Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
53472647,"Breaking Smart Archives: Selected Newsletters, 2015-19",Venkatesh  Rao,"Rao, Venkatesh",,"=""""","=""""",0,Ribbonfarm.com,Kindle Edition,251,2020,,,2022/12/23,to-read,to-read (#407),to-read,,,,0,0
2208442,Sex in History,Reay Tannahill,"Tannahill, Reay",,"=""0812861159""","=""9780812861150""",0,Scarborough Books,Paperback,480,1982,1980,,2022/12/23,to-read,to-read (#405),to-read,,,,0,0
54496887,The Second Digital Turn: Design Beyond Intelligence (Writing Architecture),Mario Carpo,"Carpo, Mario",,"=""0262341255""","=""9780262341257""",0,The MIT Press,Kindle Edition,224,2017,,,2022/12/23,to-read,to-read (#404),to-read,,,,0,0
19220333,The Engelbart Hypothesis: Dialogs with Douglas Engelbart,Valerie Landau,"Landau, Valerie",Eileen M. Clegg,"=""""","=""""",0,NextPress,Kindle Edition,0,2009,2009,,2022/12/23,to-read,to-read (#403),to-read,,,,0,0
20306794,Hieroglyph: Stories and Visions for a Better Future,Ed  Finn,"Finn, Ed","Kathryn Cramer, Lawrence M. Krauss, Neal Stephenson, Kathleen Ann Goonan, Madeline Ashby, Cory Doctorow, Lee Konstantinou, Karl Schroeder, Annalee Newitz, Geoffrey A. Landis, James L. Cambias, Gregory Benford, Vandana Singh, Brenda Cooper, Elizabeth Bear, Rudy Rucker, David Brin, Charlie Jane Anders, Bruce Sterling","=""0062204696""","=""9780062204691""",3.0,William Morrow ,Hardcover,532,2014,2014,,2022/11/20,,,read,,,,1,0
12500721,The Cat's Table,Michael Ondaatje,"Ondaatje, Michael",,"=""""","=""""",5.0,,Kindle Edition,290,,2011,2022/11/16,2022/11/16,,,read,,,,1,0
18925890,Letter from America: 1946-2004 (Penguin Modern Classics),Alistair Cooke,"Cooke, Alistair",,"=""014190920X""","=""9780141909202""",0,Penguin,Kindle Edition,517,2005,1994,,2013/04/21,currently-reading,currently-reading (#2),currently-reading,,,,1,0
9809,Invisible Cities,Italo Calvino,"Calvino, Italo",William Weaver,"=""0156453800""","=""9780156453806""",5.0,Harcourt,Paperback,165,1974,1972,,2022/07/25,,,read,,,,1,0
36496864,Persuasion,Jane Austen,"Austen, Jane",,"=""9897780602""","=""9789897780608""",3.0,Big Cheese Books,Kindle Edition,169,2026,1817,2022/06/12,2022/06/12,,,read,,,,1,0
7805,Pale Fire,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",4.0,Penguin Books Ltd,Paperback,246,2000,1962,2022/04/17,2022/04/16,,,read,,,,1,0
53811327,"Troy: Our Greatest Story Retold (Stephen Fry’s Great Mythology, #3)",Stephen Fry,"Fry, Stephen",,"=""""","=""""",4.0,Penguin,Kindle Edition,414,2020,2020,2022/03/01,2022/03/01,,,read,,,,1,0
55539,From Front Porch to Back Seat: Courtship in Twentieth-Century America,Beth L. Bailey,"Bailey, Beth L.",,"=""0801839351""","=""9780801839351""",0,Johns Hopkins University Press,Paperback,181,1989,1988,,2022/02/13,to-read,to-read (#402),to-read,,,,0,0
285089,A Town Like Alice,Nevil Shute,"Shute, Nevil",,"=""0749304146""","=""9780749304140""",4.0,Mandarin,Paperback,312,1997,1950,2022/02/07,2022/02/06,,,read,,,,1,0
23211952,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""1743532326""","=""9781743532324""",4.0,Pan Macmillan,Kindle Edition,336,2014,2014,2022/01/22,2022/01/21,,,read,,,,1,0
34408652,"Reinventing the Wheel: Milk, Microbes, and the Fight for Real Cheese (Volume 65) (California Studies in Food and Culture)",Bronwen Percival,"Percival, Bronwen",Francis Percival,"=""0520290151""","=""9780520290150""",0,University of California Press,Hardcover,320,2017,,,2022/01/16,currently-reading,currently-reading (#1),currently-reading,,,,1,0
22571595,The Prince (A Penguin Classics Hardcover),Niccolò Machiavelli,"Machiavelli, Niccolò","Coralie Bickford-Smith, Tim Parks","=""0141395877""","=""9780141395876""",4.0,Penguin Classics,Hardcover,173,2015,1513,2022/01/10,2022/01/09,,,read,,,,1,0
18231247,"Science Fiction and Speculative Fiction: Challenging Genres (Critical Literacy Teaching Series: Challenging Authors and Genres, 3)",P.L. Thomas,"Thomas, P.L.",,"=""9462093784""","=""9789462093782""",0,Brill,Paperback,226,2013,2013,,2022/01/08,to-read,to-read (#401),to-read,,,,0,0
276767,The Word for World Is Forest,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4.0,,ebook,160,1989,1972,2022/01/01,2021/12/31,,,read,,,,1,0
59921,The Telling,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441011233""","=""9780441011230""",4.0,Ace,Mass Market Paperback,231,2003,2000,2022/01/07,2022/01/08,,,read,,,,1,0
36366224,Five Ways to Forgiveness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4.0,Library of America,ebook,288,2017,2017,2022/01/07,2022/01/04,,,read,,,,1,0
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati",,"=""0679457313""","=""9780679457312""",4.0,Random House,Paperback,321,1997,1997,2021/12/27,2021/09/18,,,read,,,,1,0
92605,"Four Ways to Forgiveness (Hainish Cycle, #7)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""006076029X""","=""9780060760298""",0,Harper Perennial,Paperback,304,2004,1994,,2021/12/14,to-read,to-read (#400),to-read,,,,0,0
834611,Dominance and Affection: The Making of Pets,Yi-Fu Tuan,"Tuan, Yi-Fu",,"=""0300102089""","=""9780300102086""",0,Yale University Press,Paperback,208,2004,1984,,2021/12/14,to-read,to-read (#399),to-read,,,,0,0
11672721,Accelerando,Charles Stross,"Stross, Charles",,"=""0748124128""","=""9780748124121""",3.0,"Orbit; New Ed edition (November 4, 2010)",Kindle Edition,441,2010,2005,2021/12/14,2021/12/14,,,read,,,,1,0
45303387,An Elegant Puzzle: Systems of Engineering Management,Will Larson,"Larson, Will",,"=""1953953336""","=""9781953953339""",3.0,Stripe Press,Kindle Edition,289,2019,2019,2021/11/09,2021/11/09,,,read,,,,1,0
18162954,Galatea,Madeline Miller,"Miller, Madeline",,"=""1408848147""","=""""",4.0,Bloomsbury Paperbacks,Kindle Edition,27,2013,2013,2021/11/09,2021/09/21,,,read,,,,1,0
58527285,12 Bytes: How We Got Here. Where We Might Go Next,Jeanette Winterson,"Winterson, Jeanette",,"=""0802159257""","=""9780802159250""",0,Grove Press,Hardcover,324,2021,2021,,2021/11/07,to-read,to-read (#398),to-read,,,,0,0
58586990,Termination Shock,Neal Stephenson,"Stephenson, Neal",,"=""146071296X""","=""9781460712962""",4.0,HarperCollins,Kindle Edition,710,2021,2021,2021/11/02,2021/10/26,,,read,,,,1,0
13189396,Intrusion,Ken MacLeod,"MacLeod, Ken",,"=""1841499390""","=""9781841499390""",3.0,Orbit,Hardcover,387,2012,2012,2013/10/29,2021/10/28,,,read,,,,1,0
18298399,"Murder in the Mews: a Hercule Poirot Short Story (Hercule Poirot, #SS-36)",Agatha Christie,"Christie, Agatha",,"=""""","=""""",4.0,Witness Impulse,Kindle Edition,78,2013,1937,2021/10/26,2021/10/26,,,read,,,,1,0
2030017,The Ultimate Threshold: A Collection of the Finest in Soviet Science Fiction,Mirra Ginsburg,"Ginsburg, Mirra",,"=""0140048731""","=""9780140048735""",0,Penguin Books,Paperback,256,1978,1970,,2021/10/18,to-read,to-read (#397),to-read,,,,0,0
19304711,Dark Matter and Trojan Horses: A Strategic Design Vocabulary,Dan       Hill,"Hill, Dan",,"=""""","=""""",0,Strelka Press,Kindle Edition,186,2012,2012,2012/10/11,2021/10/10,,,read,,,,1,0
19196429,People Analytics: How Social Sensing Technology Will Transform Business and What It Tells Us about the Future of Work (FT Press Analytics),Ben Waber,"Waber, Ben",,"=""""","=""""",0,FT Press,Kindle Edition,302,2013,2013,2011/10/10,2021/10/10,,,read,,,,1,0
22584481,The Difference Engine,William Gibson,"Gibson, William",Bruce Sterling,"=""147320805X""","=""""",3.0,Gateway,Kindle Edition,382,2014,1990,2021/10/09,2013/04/21,,,read,,,,1,0
1961185,Million Wild Acres,Eric Rolls,"Rolls, Eric",,"=""0140071660""","=""9780140071665""",0,Penguin Putnam~trade,Paperback,465,1984,1988,,2021/10/01,to-read,to-read (#396),to-read,,,,0,0
26848262,Why I Am Not a Christian,Bertrand Russell,"Russell, Bertrand",,"=""1329567110""","=""9781329567115""",4.0,Lulu.com,Kindle Edition,237,2018,1957,2021/09/20,2016/05/10,,,read,,,,1,0
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",5.0,"Little, Brown and Company",Hardcover,393,2018,2018,2021/09/19,2021/09/18,,,read,,,,1,0
37758635,Fully Automated Luxury Communism: A Manifesto,Aaron Bastani,"Bastani, Aaron",,"=""1786632624""","=""9781786632623""",0,Verso,Hardcover,278,2019,2018,,2021/09/18,to-read,to-read (#395),to-read,,,,0,0
21812865,Looking Backwards,Edward Bellamy,"Bellamy, Edward",,"=""1497452856""","=""9781497452855""",0,CreateSpace Independent Publishing Platform,Paperback,198,2014,1888,,2021/09/10,to-read,to-read (#394),to-read,,,,0,0
772888,Woman on the Edge of Time,Marge Piercy,"Piercy, Marge",,"=""0449210820""","=""9780449210826""",0,Fawcett,Mass Market Paperback,432,1985,1976,,2021/09/10,to-read,to-read (#393),to-read,,,,0,0
25114590,The Collectors (His Dark Materials #0.6),Philip Pullman,"Pullman, Philip",,"=""1448197163""","=""9781448197163""",4.0,RHCP Digital,Kindle Edition,32,2015,2014,2021/09/09,2021/09/09,,,read,,,,1,0
58187011,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",5.0,Bloomsbury Publishing,Kindle Edition,369,2011,2011,2021/09/04,2019/07/19,,,read,,,,1,0
55533938,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0356508854""","=""9780356508856""",3.0,Orbit,Kindle Edition,600,2020,2020,2021/08/31,2020/12/04,,,read,,,,1,0
55313155,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""""","=""""",4.0,Cornerstone Digital,Kindle Edition,482,2021,2021,2021/08/23,2021/08/23,,,read,,,,1,0
1024189,The English Patient,Michael Ondaatje,"Ondaatje, Michael",,"=""0676970087""","=""9780676970081""",5.0,Vintage Canada,Paperback,302,1996,1992,2021/06/02,2021/06/02,,,read,,,,2,0
43126457,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,"Tolentino, Jia",,"=""0525510540""","=""9780525510543""",4.0,Random House,Hardcover,303,2019,2019,2021/06/22,2020/08/15,,,read,,,,1,0
34604530,Other Minds,Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""000822627X""","=""9780008226275""",5.0,London : William Collins,Hardcover,272,2017,2016,2021/06/14,2021/06/08,,,read,,,,1,0
55111243,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",5.0,Faber & Faber,ebook,248,2021,2021,2021/05/12,2021/05/04,,,read,,,,1,0
54140556,Working in Public: The Making and Maintenance of Open Source Software,Nadia Eghbal,"Eghbal, Nadia",,"=""0578675862""","=""9780578675862""",4.0,Stripe Press,Hardcover,252,2020,2020,2021/05/04,2021/03/09,,,read,,,,1,0
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",4.0,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,2021/05/01,2020/04/12,,,read,,,,1,0
33814856,"The Ethical Slut: A Practical Guide to Polyamory, Open Relationships, and Other Freedoms in Sex and Love",Janet W. Hardy,"Hardy, Janet W.",Dossie Easton,"=""""","=""""",0,Ten Speed Press,Kindle Edition,320,2017,1997,2021/04/28,2013/11/05,,,read,,,,1,0
50353961,A Room Called Earth,Madeleine Ryan,"Ryan, Madeleine",,"=""191285483X""","=""9781912854837""",4.0,Scribe UK,Hardcover,304,2021,2020,2021/04/25,2021/04/25,,,read,,,,1,0
394535,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,Vintage Books,Paperback,351,2010,1985,,2021/04/19,to-read,to-read (#392),to-read,,,,0,0
168310,The Arcanum: The Extraordinary True Story,Janet Gleeson,"Gleeson, Janet",,"=""0446674842""","=""9780446674843""",0,Grand Central Publishing,Paperback,336,2000,1998,,2021/04/19,to-read,to-read (#391),to-read,,,,0,0
8581223,Absolutely Small: How Quantum Theory Explains Our Everyday World,Michael D. Fayer,"Fayer, Michael D.",,"=""0814414885""","=""9780814414880""",0,Amacom Books,Hardcover,383,2010,2010,,2021/04/15,to-read,to-read (#390),to-read,,,,0,0
534595,Kalpa Imperial: The Greatest Empire That Never Was,Angélica Gorodischer,"Gorodischer, Angélica",Ursula K. Le Guin,"=""1931520054""","=""9781931520058""",4.0,Small Beer Press,Paperback,246,2003,1983,2021/02/16,2021/01/25,,,read,,,,1,0
1563075,The History and Social Influence of the Potato (Cambridge Paperback Library),Redcliffe N. Salaman,"Salaman, Redcliffe N.",J.G. Hawkes,"=""0521316235""","=""9780521316231""",0,Cambridge University Press,Paperback,768,1985,1949,,2021/01/28,to-read,to-read (#389),to-read,,,,0,0
43597047,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""085752240X""","=""9780857522405""",4.0,DOUBLEDAY,Hardcover,454,2019,2019,2021/01/16,2020/11/07,,,read,,,,1,0
27264244,I Love Dick,Chris Kraus,"Kraus, Chris",,"=""""","=""""",3.0,Tuskar Rock,Kindle Edition,273,2015,1997,2020/01/01,2020/01/01,,,read,,,,1,0
50765455,The City We Became (Great Cities #1),N.K. Jemisin,"Jemisin, N.K.",,"=""0356512657""","=""""",4.0,Orbit,Kindle Edition,449,2020,2020,2020/12/31,2020/12/31,,,read,,,,1,0
22034952,Foreign Soil,Maxine Beneba Clarke,"Clarke, Maxine Beneba",,"=""0733632572""","=""9780733632570""",4.0,Hachette Australia,Kindle Edition,265,2014,2014,2020/11/27,2020/07/28,,,read,,,,1,0
662107,The Starship & the Canoe,Kenneth Brower,"Brower, Kenneth",,"=""0060910305""","=""9780060910303""",0,Harpercollins,Paperback,272,1983,1978,,2020/11/16,to-read,to-read (#388),to-read,,,,0,0
776573,Riddley Walker,Russell Hoban,"Hoban, Russell",,"=""0253212340""","=""9780253212344""",0,Indiana University Press,Paperback,256,1998,1980,,2020/11/09,to-read,to-read (#387),to-read,,,,0,0
1335568,Engine Summer,John Crowley,"Crowley, John",,"=""0553131990""","=""9780553131994""",0,Bantam,Mass Market Paperback,209,1980,1979,,2020/11/09,to-read,to-read (#386),to-read,,,,0,0
1137558,The Butterfly Kid (Greenwich Village Trilogy #1),Chester Anderson,"Anderson, Chester",,"=""""","=""""",0,Pyramid Books,Mass Market Paperback,190,1967,1967,,2020/11/09,to-read,to-read (#385),to-read,,,,0,0
650527,The Flight to Lucifer: A Gnostic Fantasy,Harold Bloom,"Bloom, Harold",,"=""0374156441""","=""9780374156442""",0,Farrar Straus & Giroux (NY),Hardcover,250,1979,1979,,2020/11/09,to-read,to-read (#384),to-read,,,,0,0
357938,The Eleven Million Mile High Dancer,Carol de Chellis Hill,"Hill, Carol de Chellis",,"=""0393314073""","=""9780393314076""",0,W. W. Norton & Company,Paperback,460,1996,1984,,2020/11/09,to-read,to-read (#383),to-read,,,,0,0
1893301,Panda Ray: A Science Fiction Novel,Michael Kandel,"Kandel, Michael",,"=""0312143877""","=""9780312143879""",0,St Martins Pr,Hardcover,219,1996,1996,,2020/11/09,to-read,to-read (#382),to-read,,,,0,0
2496177,"Flesh and Gold (Lyhhrt Trilogy, #1)",Phyllis Gotlieb,"Gotlieb, Phyllis",,"=""0312868308""","=""9780312868307""",0,Tor Books,Paperback,288,1999,1998,,2020/11/09,to-read,to-read (#381),to-read,,,,0,0
2739050,Time Snake and Superclown,Vincent  King,"King, Vincent",,"=""0860078906""","=""9780860078906""",0,Orbit,Mass Market Paperback,191,1976,1976,,2020/11/09,to-read,to-read (#380),to-read,,,,0,0
38712420,Passing for Human: A Graphic Memoir,Liana Finck,"Finck, Liana",,"=""""","=""""",0,Random House,Unknown Binding,240,2018,2018,,2020/11/09,to-read,to-read (#379),to-read,,,,0,0
2037135,All of an Instant,Richard Garfinkle,"Garfinkle, Richard",,"=""0312866178""","=""9780312866174""",0,Tor Books,Hardcover,384,1999,1999,,2020/11/09,to-read,to-read (#378),to-read,,,,0,0
1867008,The Tsaddik of the Seven Wonders,Isidore Haiblum,"Haiblum, Isidore",David McCall Johnston,"=""0345024451""","=""9780345024459""",0,Ballantine Books,Mass Market Paperback,185,1971,1971,,2020/11/09,to-read,to-read (#377),to-read,,,,0,0
13504026,This Business of Bomfog,Madelaine Duke,"Duke, Madelaine",,"=""""","=""""",0,Doubleday,Mass Market Paperback,,1969,1967,,2020/11/09,to-read,to-read (#376),to-read,,,,0,0
42121367,Her Body and Other Parties,Carmen Maria Machado,"Machado, Carmen Maria",,"=""1781259534""","=""9781781259535""",4.0,Serpent's Tail,Paperback,246,2019,2017,2020/10/28,2020/10/25,,,read,,,,1,0
1059166,Tandoor: The Great Indian Barbecue,Ranjit Rai,"Rai, Ranjit",,"=""1585671444""","=""9781585671441""",0,Overlook Books,Hardcover,,2001,2001,,2020/10/15,to-read,to-read (#375),to-read,,,,0,0
44530070,Gold Fame Citrus,Claire Vaye Watkins,"Watkins, Claire Vaye",,"=""0857054791""","=""9780857054791""",4.0,riverrun,Kindle Edition,354,2015,2015,2020/10/13,2020/10/13,,,read,,,,1,0
26114433,Infomocracy (Centenal Cycle #1),Malka Ann Older,"Older, Malka Ann",,"=""0765385155""","=""9780765385154""",0,Tor.com,Hardcover,380,2016,2016,,2020/10/04,to-read,to-read (#374),to-read,,,,0,0
22237161,The Sellout,Paul Beatty,"Beatty, Paul",,"=""0374260508""","=""9780374260507""",4.0,"Farrar, Straus and Giroux",Hardcover,289,2015,2015,2020/09/22,2020/08/15,,,read,,,,1,0
11161565,The Queer Art of Failure,J. Jack Halberstam,"Halberstam, J. Jack",,"=""0822350289""","=""9780822350286""",0,Duke University Press,Hardcover,211,2011,2011,,2020/09/03,to-read,to-read (#373),to-read,,,,0,0
19447056,"Gemba Kaizen: A Commonsense, Low-Cost Approach to Management",Masaaki Imai,"Imai, Masaaki",,"=""0071368167""","=""9780071368162""",3.0,McGraw Hill,Kindle Edition,417,1997,1997,2020/08/30,2016/05/10,,,read,,,,1,0
199869,The Bathroom,Alexander Kira,"Kira, Alexander",,"=""0670006122""","=""9780670006120""",0,The Viking Press,Paperback,272,1976,1966,,2019/06/28,to-read,to-read (#372),to-read,,,,0,0
19373228,The Work of Art in the Age of Mechanical Reproduction (Penguin Great Ideas),Walter Benjamin,"Benjamin, Walter",J.A. Underwood,"=""0141963425""","=""9780141963426""",0,Penguin,Kindle Edition,101,2008,1936,,2019/12/22,to-read,to-read (#371),to-read,,,,0,0
50144,Kitchen,Banana Yoshimoto,"Yoshimoto, Banana","Megan Backus, Noguchi Rika","=""0802142443""","=""9780802142443""",0,Grove Press,Paperback,160,2006,1988,,2020/08/25,to-read,to-read (#370),to-read,,,,0,0
19052096,Things Fall Apart,Chinua Achebe,"Achebe, Chinua",Biyi Bandele,"=""0141393963""","=""9780141393964""",4.0,Penguin Books,Kindle Edition,226,2013,1958,2020/08/25,2020/08/25,,,read,,,,1,0
25489025,The Vegetarian,Han Kang,"Kang, Han",Deborah Smith,"=""0553448188""","=""9780553448184""",0,Hogarth,Hardcover,158,2016,2007,,2020/08/15,to-read,to-read (#369),to-read,,,,0,0
17614822,The Man with the Compound Eyes,Wu Ming-Yi,"Ming-Yi, Wu",Darryl Sterk,"=""1448130905""","=""9781448130900""",0,Vintage Digital,Kindle Edition,304,2013,2011,,2020/08/15,to-read,to-read (#368),to-read,,,,0,0
23848027,"New Moon (Luna, #1)",Ian McDonald,"McDonald, Ian",,"=""0765375516""","=""9780765375513""",0,Tor Books,Hardcover,398,2015,2015,,2020/08/05,to-read,to-read (#367),to-read,,,,0,0
53284628,A Summer Beyond Your Reach,Xia Jia,"Jia, Xia","Ken Liu, Emily Jin, Carmen Yiling Yan, R.F. Kuang","=""1642360392""","=""9781642360394""",4.0,Wyrm Publishing,Kindle Edition,310,2020,2020,2020/08/04,2020/05/05,,,read,,,,1,0
12439767,The Mixellany Guide to Vermouth & Other Apéritifs,Jared McDaniel Brown,"Brown, Jared McDaniel",Anistatia Renard Miller,"=""1907434259""","=""9781907434259""",0,Jared Brown,Paperback,240,2011,2011,,2020/07/04,to-read,to-read (#366),to-read,,,,0,0
30753749,My Soul Looks Back,Jessica B. Harris,"Harris, Jessica B.",,"=""1501125907""","=""9781501125904""",0,Scribner,Hardcover,272,2017,2017,,2020/07/04,to-read,to-read (#365),to-read,,,,0,0
1235556,The Africa Cookbook,Jessica B. Harris,"Harris, Jessica B.",,"=""0684802759""","=""9780684802756""",0,Simon & Schuster,Hardcover,400,1998,1998,,2020/07/04,to-read,to-read (#364),to-read,,,,0,0
49201192,The Sunken Land Begins to Rise Again,M. John Harrison,"Harrison, M. John",,"=""0575096373""","=""9780575096370""",0,Gollancz,Kindle Edition,219,2020,2020,,2020/07/02,to-read,to-read (#363),to-read,,,,0,0
16251276,Schrödinger's Killer App: Race to Build the World's First Quantum Computer,Jonathan P. Dowling,"Dowling, Jonathan P.",,"=""1439896739""","=""9781439896730""",0,CRC Press,Paperback,453,2013,2013,,2020/06/28,to-read,to-read (#362),to-read,,,,0,0
45992717,"The Mirror & the Light (Thomas Cromwell, #3)",Hilary Mantel,"Mantel, Hilary",,"=""0805096604""","=""9780805096606""",5.0,Henry Holt and Company,Hardcover,757,2020,2020,2020/06/18,2020/04/26,,,read,,,,1,0
